"source","title","author","genre","price_usd","rating","ratings_count","year","language"
"iTunes Store","Sober On A Drunk Planet: Quit Lit 2-In-1 Sobriety Series: An Uncommon Alcohol Self-Help Guide For Sober Curious Through To Alcohol Addiction Recovery","Sean Alexander","self help",5.99,NA,NA,NA,NA
"iTunes Store","Self Help","Gabrielle Bernstein","self help",15.99,4.5,6,NA,NA
"iTunes Store","Self Help Mothers Empowerment","Taylor Monroe","self help",0,NA,NA,NA,NA
"iTunes Store","The Calm Within Bible Study : Overcoming Anxiety and Worry Self-Help Guide to Finding Inner Peace","Wendy J Couch","self help",0,NA,NA,NA,NA
"iTunes Store","Self-Help 101: 4 Reasons why Affirmations don't Work and How to Fix them","Rahul Badami","self help",0,4.5,47,NA,NA
"iTunes Store","The Ultimate Book of Self Help","Isidora Vey","self help",0,NA,NA,NA,NA
"iTunes Store","Self-Help from the Middle Ages","Peter Jones","self help",NA,NA,NA,NA,NA
"iTunes Store","Self-help Messiah","Steven Watts","self help",17.99,NA,NA,NA,NA
"iTunes Store","Self Help Anxiety Breakthrough","Taylor Monroe","self help",0.99,NA,NA,NA,NA
"iTunes Store","OCD Self-Help Workbook","Ali Greymond","self help",19.99,NA,NA,NA,NA
"iTunes Store","100 Self-Help Journal Prompts","Francie Brunswick","self help",0.99,NA,NA,NA,NA
"iTunes Store","100 Self Help Selling Secrets","Jonathan Johnson","self help",0.99,3,20,NA,NA
"iTunes Store","Break Your Self-Help Addiction","Brian D. Ridgway","self help",11.99,NA,NA,NA,NA
"iTunes Store","The Ultimate Self-Help Guide for Men","Joe Novella","self help",1.99,NA,NA,NA,NA
"iTunes Store","Beat Depression with Self-Help Techniques","Andrew Vass","self help",8.99,NA,NA,NA,NA
"iTunes Store","Cathy Glass 3-Book Self-Help Collection","Cathy Glass","self help",0.99,NA,NA,NA,NA
"iTunes Store","Harry Potter Therapy: An Unauthorized Self-Help Book from the Restricted Section","Dr Janina Scarlet","self help",0,4,162,NA,NA
"iTunes Store","Shyness Self-Help","Dennis B. Baker","self help",0,NA,NA,NA,NA
"iTunes Store","Self help; with illustrations of conduct and perseverance","Samuel Smiles","self help",0,3.5,13,NA,NA
"iTunes Store","Depression: Depression Self Help - Overcome Depression, Stress and Anxiety and Live a Happy and Healthy Life","Sarah Palmer","self help",0,4,61,NA,NA
"iTunes Store","Design Your Life: A Practical Method For Better Living - Self Help Book","Dan Simen","self help",0,3,5,NA,NA
"iTunes Store","Growing from Depression: A Practical and Philosophical Self-Help Guide","Neel Burton","self help",6.99,NA,NA,NA,NA
"iTunes Store","Visualization: A Realistic Guide for Self-Help, Self-Healing, and Improving Other Areas of Self","Kam Knight","self help",4.99,4.5,5,NA,NA
"iTunes Store","Finding Your Way Back to YOU: A self-help book for women who want to regain their Mojo and realise their dreams!","Lynne Saint","self help",9.99,3.5,22,NA,NA
"iTunes Store","10 Self-Help Classics to Guide You to Financial Freedom Vol: 1","Napoleon Hill, George S. Clason, James Allen, P.T. Barnum, Florence Scovel Shinn, Henry Harrison Brown, Russell H. Conwell, Wallace D. Wattles & Marcus Aurelius","self help",0.99,NA,NA,NA,NA
"iTunes Store","The Sky is the Limit: The Art of Upgrading Your Life: 50 Classic Self Help Books Including.: Think and Grow Rich, The Way to Wealth, As A Man Thinketh, The Art of War, Acres of Diamonds and many more","George Matthew Adams, James Allen, Charles F. Haanel, Napoleon Hill, William Walker Atkinson, Marcus Aurelius, B. F Austin, P. T. Barnum, Genevieve Behrend, Dale Carnegie, Wallace D. Wattles, Florence Scovel Shinn, Sun Tzu, Lao Tzu, Benjamin Franklin, George S. Clason, Joseph Murphy, Niccolò Machiavelli, Kahlil Gibran, Elbert Hubbard, Earl Nightingale, Miyamoto Musashi, Russell H. Conwell, Charles Fillmore, Ralph Waldo Trine, F. W. Sears, Elizabeth Towne, Emmet Fox, Orison Swett Marden, H. A. Lewis, Harvey Hardman, Emile Coué & Neville Goddard","self help",0.99,5,5,NA,NA
"iTunes Store","Anxiety Relief: Self Help (With Heart) For Anxiety, Panic Attacks, And Stress Management","John Crawford","self help",6.99,NA,NA,NA,NA
"iTunes Store","How to Overcome Depression Fast - The Most Effective Self-Help Book to Cure Depression Naturally","L.W. Wilson","self help",2.99,NA,NA,NA,NA
"iTunes Store","Inspirations & Meditations: 365 Daily Verses and Reflections - Spiritual Self Help - Nature's Inspiration","Gordon Burnham","self help",5.99,NA,NA,NA,NA
"iTunes Store","Let's Help You Self-Help!","Anthony Jacob Braaten","self help",0,NA,NA,NA,NA
"iTunes Store","The Definitive Values Book. A Self-Help Guide To Assist You In Finding Better Morals, Principals, And Overall Standards For Yourself.","Devin Blue","self help",0,4.5,75,NA,NA
"iTunes Store","Yes You Can! - 50 Classic Self-Help Books That Will Guide You and Change Your Life","Napoleon Hill, Wallace D. Wattles, Benjamin Franklin, Dale Carnegie, Orison Swett Marden, Douglas Fairbanks, P.T. Barnum, Lao Tzu, Sun Tzu, Ralph Waldo Emerson & Marcus Aurelius","self help",1.99,NA,NA,NA,NA
"iTunes Store","Overeating? How to Stop Binge Eating, Overeating & Get the Natural Slim Body You Deserve: A Self-Help Guide to Control Emotional Eating Today!","Samantha Michaels","self help",0.99,3.5,14,NA,NA
"iTunes Store","How to Own Your Own Mind Napoleon Hill's Most Popular Books on Mind Management or Self Help.","Napoleon Hill","self help",2.99,NA,NA,NA,NA
"iTunes Store","5 Biblical Keys to Your Most Abundant and Prosperous Life: Christian Prosperity & Self Help Principles","Daniel N Brown","self help",5.99,NA,NA,NA,NA
"iTunes Store","Borderline Personality Disorder : 30+ Secrets How To Take Back Your Life When Dealing With BPD ( A Self Help Guide)","Scott Green","self help",3.99,NA,NA,NA,NA
"iTunes Store","Anger Management in Relationships for Men and Women: The Anger Management Self-Help Guide for Self Control and Avoiding the Anger Trap","Patty Morgan","self help",3.99,NA,NA,NA,NA
"iTunes Store","How to Help Yourself With Self-Help: A Short Guide on How to Use Self-Help Books to Achieve Your Goals","Martin Meadows","self help",3.99,NA,NA,NA,NA
"iTunes Store","Self Help Bible: A Healing Guide for Individuals with Common Problems - Self Help For Alcoholism To Anxiety","Mary-Ann Grady","self help",2.99,NA,NA,NA,NA
"iTunes Store","Dealing with Narcissism: A Self-Help Guide to Understanding and Coping with Narcissist People at Home and Work","Keith Boyer","self help",4.99,NA,NA,NA,NA
"iTunes Store","Allen, James: Complete Works (Classic Inspirational and Self-Help Books)","James Allen","self help",0.99,NA,NA,NA,NA
"iTunes Store","Writing Successful Self-Help and How-To Books","Jean Marie Stine","self help",16.99,NA,NA,NA,NA
"iTunes Store","How to be happy according to science. Forget self help. Here is what really works to find true happiness and be more optimistic","Alex Carver","self help",0.99,NA,NA,NA,NA
"iTunes Store","Baby Step Your Way to a Life You Love: Forgive Yourself (A Self-Help How-To Guide for Empowerment and Personal Growth)","Shelli Johnson","self help",2.99,NA,NA,NA,NA
"iTunes Store","How to Stop Overthinking in Relationships: Stop Worrying and Overcome Negative Thoughts in your Marriage or Relationship. Easy Self-Help Strategies to Eliminate Fear, Insecurities and Anxiety","Hackney and Jones","self help",2.99,NA,NA,NA,NA
"iTunes Store","Baby Step Your Way to a Life You Love: Get Out Of Your Own Way (A Self-Help How-To Guide for Empowerment and Personal Growth)","Shelli Johnson","self help",2.99,NA,NA,NA,NA
"iTunes Store","Self-Help. Саморазвитие. Классическая коллекция. С иллюстрациями","Наполеон Хилл, Джордж Клейсон, Чарльз Фрэнсис Энел, Джеймс Аллен & Уоллес Д. Уоттлз","self help",0.99,NA,NA,NA,NA
"iTunes Store","Self-Help","Samuel Smiles","self help",5.99,NA,NA,NA,NA
"iTunes Store","Self-Help 101 or: How to Survive a Bombardment With Minimal Injury","L.G. Keltner","self help",0,NA,NA,NA,NA
"iTunes Store","This is Not a Self-Help Book","Mark Mehigan","self help",19.99,NA,NA,NA,NA
"iTunes Store","Self Help","Al Snow & Ross Owen Williams","self help",9.99,4.5,16,NA,NA
"iTunes Store","Self-Help","William Wymark Jacobs","self help",0,3.5,32,NA,NA
"iTunes Store","Controlling Your Reactions: Relational Self Help Series","Trennis Killian","self help",2.99,3.5,33,NA,NA
"iTunes Store","Self-Help 101 or: How to Select a Costume to Help You Deal With People","L.G. Keltner","self help",0,NA,NA,NA,NA
"iTunes Store","Self-Help","Lorrie Moore","self help",9.99,4,52,NA,NA
"iTunes Store","Depression Self Help:  What Is Depression & How Do You Diagnose It?","The Blokehead","self help",0,4,46,NA,NA
"iTunes Store","How I Made Over $1 Million Using The Law of Attraction: The Last Law of Attraction, How-To, Or Self-Help Book You Will Ever Need To Read","E.K. Santo","self help",2.99,4.5,22,NA,NA
"iTunes Store","How I Overcame My Trauma & Ptsd | Self-help guide & workbook | Mindfulness Based Trauma Treatment","Philippe Izmailov","self help",0,4,14,NA,NA
"iTunes Store","Planning Communication: Relational Self Help Series","Trennis Killian","self help",2.99,NA,NA,NA,NA
"iTunes Store","Bhagvad-Gita: Treatise of Self-help","BS Murthy","self help",0,NA,NA,NA,NA
"iTunes Store","Coping with Stress: Relational Self Help Series","Trennis Killian","self help",2.99,NA,NA,NA,NA
"iTunes Store","Self Help CBT Cognitive Behavior Therapy Training Course & Toolbox","Sam Reddington","self help",3.99,NA,NA,NA,NA
"iTunes Store","Self Help Books: The 101 Best Personal Development Classics","Vic Johnson","self help",2.99,3.5,24,NA,NA
"iTunes Store","The Last Self Help Book: An Ultimate Guide to Who You Really Are","Anthony North","self help",0,NA,NA,NA,NA
"iTunes Store","Chronic Pain: a Self-Help Guide","Steven W. Pollard","self help",9.99,NA,NA,NA,NA
"iTunes Store","Self Help Marriage: How to Put a Marriage Back on Track","Clint McLaughlin","self help",12.99,3.5,102,NA,NA
"iTunes Store","50 Self-Help Classics 2nd Edition","Tom Butler-Bowdon","self help",12.99,NA,NA,NA,NA
"iTunes Store","Self-Help: A Pocket Guide to Therapies","Alan Haroldson","self help",0,NA,NA,NA,NA
"iTunes Store","Self Help 101: How To Change Your Life In The Next 15 Minutes","Rahul Badami","self help",9.99,4.5,347,NA,NA
"iTunes Store","Self Help for Super Villains","Christopher Holmes Nixon","self help",0,NA,NA,NA,NA
"iTunes Store","Fake Love: The bestselling practical self-help book of 2023 by Australia's life-changing go-to expert in understanding and healing from narcissistic abuse","Nova Gibson","self help",9.99,4.5,6,NA,NA
"iTunes Store","WriteAPrisoner.com's Self-Help Guide for Inmates","Adam Lovell","self help",0,NA,NA,NA,NA
"iTunes Store","Self-Help 101 or: How I Learned to Take Over the World Through Tolerating My Family","L.G. Keltner","self help",0,NA,NA,NA,NA
"iTunes Store","Beating Addiction: A Self-Help Guide","Luke Vandenberg","self help",4.99,3,6,NA,NA
"iTunes Store","Meniere Man: The Self Help Book For Meniere's Disease","Meniere Man","self help",9.99,NA,NA,NA,NA
"iTunes Store","Anger Management: a Self-Help Guide","David Tuffley","self help",4.99,4,23,NA,NA
"iTunes Store","A Self-Help Guide for Copywriters","Dan B Nelken","self help",9.99,NA,NA,NA,NA
"iTunes Store","The Self-Help Reflexology Handbook","Sonia Ducie","self help",14.99,NA,NA,NA,NA
"iTunes Store","Self-Help for Hyperventilation Syndrome","Dinah Bradley","self help",13.99,NA,NA,NA,NA
"iTunes Store","Depression Cure : A Short Self Help Depression Book","Pedro Harris","self help",0.99,3.5,6,NA,NA
"iTunes Store","Hope and Help for Your Nerves","Claire Weekes","self help",10.99,4.5,148,NA,NA
"iTunes Store","Self-Help and the Bible Volumes 1 & 2","Tracy Harger","self help",3.99,NA,NA,NA,NA
"iTunes Store","Parkinson's Self-Help","Beverley McLeod","self help",0,NA,NA,NA,NA
"iTunes Store","Serial Killers: True Crime Stories Of The Most Vicious Serial Killers In History","Brody Clayton","true crime",0,4,247,NA,NA
"iTunes Store","True Crime: Chilling Investigations Of Some Of Our Histories Most Unfamiliar True Crime Stories","Travis S. Kennedy","true crime",0,4,113,NA,NA
"iTunes Store","Killer Families: True Crime","SYLVIA PERRINI","true crime",0,4,625,NA,NA
"iTunes Store","True Crime","Andrew Klavan","true crime",5.99,4.5,63,NA,NA
"iTunes Store","Women Who Kill: True Crime Stories of Killer Women, Serial Killers and Psychopathic Women Who Kill for Pleasure","Brody Clayton","true crime",0,4,115,NA,NA
"iTunes Store","True Crime","Georgina Lees","true crime",2.99,4.5,7,NA,NA
"iTunes Store","Cold Cases True Crime: 10 True Crime Stories Of Monsters And Serial Killers: Chilling Cold Cases True Crime Accounts","Brody Clayton","true crime",0,4,182,NA,NA
"iTunes Store","True Crime","Patricia Cornwell","true crime",NA,NA,NA,NA,NA
"iTunes Store","Serial Killers Volume 1: 6 Horrific Serial Killers’ True Crime Stories","Ryan Becker","true crime",0,4,66,NA,NA
"iTunes Store","True Crime: The Worlds Weirdest And Most Vicious Killers Of All Time: True Crime Stories Of The Sick Minded Killers","Brody Clayton","true crime",0,4,72,NA,NA
"iTunes Store","True Crime: Human Sacrifice","Quik eBooks","true crime",0.99,4,6,NA,NA
"iTunes Store","True Crime : Cesare Borgia","Quik eBooks","true crime",0.99,NA,NA,NA,NA
"iTunes Store","Chilling True Crime Stories","Dylan Frost","true crime",4.99,NA,NA,NA,NA
"iTunes Store","Cold Case True Crime","Margaret Snead","true crime",2.99,NA,NA,NA,NA
"iTunes Store","True Crime Addict","James Renner","true crime",12.99,4,98,NA,NA
"iTunes Store","True Crime: British Killers - A Prequel","Jason Neal","true crime",0,4.5,8,NA,NA
"iTunes Store","True Crime","Reader's Digest","true crime",2.99,4,66,NA,NA
"iTunes Store","True Crime: Marquis de Sade","Quik eBooks","true crime",0.99,4.5,6,NA,NA
"iTunes Store","True Crime : The Spanish Inquisition","Quik eBooks","true crime",0.99,3.5,6,NA,NA
"iTunes Store","The Tragedy of True Crime","John J. Lennon","true crime",15.99,4.5,6,NA,NA
"iTunes Store","True Crime Confidential Volume 3","Robert Keller","true crime",3.99,4.5,5,NA,NA
"iTunes Store","True Crime & Murder Mysteries Collection","Allan Pinkerton","true crime",0.99,NA,NA,NA,NA
"iTunes Store","Reader's Digest True Crime","Reader's Digest","true crime",11.99,NA,NA,NA,NA
"iTunes Store","The Book of Cold Case Files: 5 Terrifying Serial Killer and True Murder Mysteries - An Insider’s Look at Systemic Failure from Around the Globe","True Crime Manor & Adam Bundy","true crime",0,NA,NA,NA,NA
"iTunes Store","True Crime Confidential Volume 5","Robert Keller","true crime",3.99,NA,NA,NA,NA
"iTunes Store","True Crime Confidential Volume 6","Robert Keller","true crime",3.99,4,5,NA,NA
"iTunes Store","True Crime : Vernon C Miller","Quik eBooks","true crime",0.99,NA,NA,NA,NA
"iTunes Store","Thomas H. Cook's True Crime","Thomas H. Cook","true crime",12.99,NA,NA,NA,NA
"iTunes Store","In The Attic","Garry Rodgers","true crime",0,4,101,NA,NA
"iTunes Store","Allegedly: True Crime From Pontotoc County, OK","Raven Rollins","true crime",8.99,NA,NA,NA,NA
"iTunes Store","True Crime : Shooting Pope John Paul II","Quik eBooks","true crime",0.99,3,6,NA,NA
"iTunes Store","Reader's Digest True Crime vol 2","Reader's Digest","true crime",11.99,NA,NA,NA,NA
"iTunes Store","PEOPLE True Crime Unsolved Mysteries","People Magazine","true crime",9.99,NA,NA,NA,NA
"iTunes Store","TRUE CRIME: British Murder Mysteries","Arthur Conan Doyle & Musaicum Press","true crime",0.99,NA,NA,NA,NA
"iTunes Store","True Crime: Spy Stories 2","Kristen Laurence","true crime",1.99,NA,NA,NA,NA
"iTunes Store","True Crime","Nicky Martinez","true crime",2.99,NA,NA,NA,NA
"iTunes Store","MYSTERY & TRUE CRIME Boxed Set","Cleveland Moffett","true crime",1.99,NA,NA,NA,NA
"iTunes Store","True Crime & Murder Mysteries Collection","Cleveland Moffett","true crime",0.99,NA,NA,NA,NA
"iTunes Store","How to Write and Sell True Crime","Gary Provost","true crime",3.99,NA,NA,NA,NA
"iTunes Store","True Crimes","Kathryn Harrison","true crime",11.99,NA,NA,NA,NA
"iTunes Store","Paranormal True Crime Stories","Cindy Parmiter","true crime",2.99,NA,NA,NA,NA
"iTunes Store","The True Crime File","Workman Publishing & Kim Daly","true crime",10.99,NA,NA,NA,NA
"iTunes Store","Charlotte True Crime Series","Cathy Pickens","true crime",11.99,NA,NA,NA,NA
"iTunes Store","Overkill (True Crime Box Set)","Gregg Olsen & Rebecca Morris","true crime",4.99,4,16,NA,NA
"iTunes Store","Writing True Crime","Stephen Wade","true crime",5.99,NA,NA,NA,NA
"iTunes Store","True Crime","Nicky Bianco","true crime",2.99,NA,NA,NA,NA
"iTunes Store","True Murder Stories: Vicious Cold Case Killers, True Crime, Serial Killers and True Murder Stories of Violent Criminals","Brody Clayton","true crime",0,4,125,NA,NA
"iTunes Store","Vigilantes and the Media: 8 Horrific True Crime Stories of Vigilantes","Ryan Becker & James Parker","true crime",0,4.5,12,NA,NA
"iTunes Store","True Crime and Punishment: Heists","Joseph Cummins","true crime",10.99,NA,NA,NA,NA
"iTunes Store","True Crime: Spy Stories 3","Kristen Laurence","true crime",1.99,NA,NA,NA,NA
"iTunes Store","True Crime in the Civil War","Tobin T. Buhk","true crime",11.99,NA,NA,NA,NA
"iTunes Store","KIller Couples An Anthology of True Crime","Natalie Morganis","true crime",5.99,NA,NA,NA,NA
"iTunes Store","The Torture Chamber: A True Crime Story of Unyielding Abuse","Ameera Johnson","true crime",0,NA,NA,NA,NA
"iTunes Store","Female Killers: True Crime Stories of Murderous Women","Eliza Toska","true crime",1.99,4.5,36,NA,NA
"iTunes Store","Sadistic Serial Killers (3-in-1 True Crime Compendium)","Phil Clarke","true crime",1.99,3.5,12,NA,NA
"iTunes Store","True Crime : The Triads","Quik eBooks","true crime",0.99,NA,NA,NA,NA
"iTunes Store","True Crimes and Misdemeanors","Jeffrey Toobin","true crime",9.99,4,54,NA,NA
"iTunes Store","Killers Next Door: What True Crime Teaches Us About Manipulation, Human Behavior, Psychological Control & Free Will","Sachin NG","true crime",0,NA,NA,NA,NA
"iTunes Store","BRITISH MYSTERIES Boxed Set: 350+ Thriller Novels, Murder Mysteries & True Crime Stories","Agatha Christie, Edgar Wallace, Arthur Conan Doyle, Wilkie Collins, R. Austin Freeman, H. C. McNeile, G. K. Chesterton, Arthur Morrison, Ernest Bramah, Victor L. Whitechurch, Thomas W. Hanshew, E. W. Hornung, J. S. Fletcher, Rober Barr, Frank Froest, C. N. Williamson, A. M. Williamson & Isabel Ostander","true crime",0.99,3.5,7,NA,NA
"iTunes Store","Cannibal Serial Killers (3-in-1 True Crime Compendium)","Phil Clarke","true crime",1.99,NA,NA,NA,NA
"iTunes Store","The Irishman: Frank Sheeran's The True Crime Story","Daniel Brand","true crime",5.99,3.5,8,NA,NA
"iTunes Store","Serial Killer Monsters (3-in-1 True Crime Compendium)","Phil Clarke","true crime",1.99,NA,NA,NA,NA
"iTunes Store","Unbelievable Crimes Volume Three: Macabre Yet Unknown True Crime Stories","Daniela Airlie","true crime",2.99,NA,NA,NA,NA
"iTunes Store","True Crime: Tony Soprano","Quik eBooks","true crime",0.99,NA,NA,NA,NA
"iTunes Store","Victorian Southwest Michigan True Crime","Michael Delaware","true crime",9.99,NA,NA,NA,NA
"iTunes Store","The True Crime Files (Illustrator)","Arthur Conan Doyle","true crime",1.99,NA,NA,NA,NA
"iTunes Store","True Crime Writers Anthology, Volume One","Steve Jackson","true crime",25.99,NA,NA,NA,NA
"iTunes Store","True Crime","Geoffrey A. Feller","true crime",1.99,NA,NA,NA,NA
"iTunes Store","Serial Killer Doctors (3-in-1 True Crime Compendium)","Patrick Turner","true crime",1.99,NA,NA,NA,NA
"iTunes Store","Vampire Serial Killers (3-in-1 True Crime Compendium)","Phil Clarke","true crime",1.99,NA,NA,NA,NA
"iTunes Store","Haunted & Hunted True Crime: The Vanishing of Valerie McDonald, Jennifer Beard, Amber-Lee Cruickshank & The Strange Case of the Man Who Sold The World","Ian Wishart","true crime",0,3.5,31,NA,NA
"iTunes Store","Baby Killers An Anthology of True Crime","Diane Thorston","true crime",4.99,NA,NA,NA,NA
"iTunes Store","Murder Chronicles: A Collection of Chilling True Crime Tales","R. Barri Flowers","true crime",9.99,NA,NA,NA,NA
"iTunes Store","True Crime Stories of Burlington, Vermont","Thea Lewis","true crime",9.99,NA,NA,NA,NA
"iTunes Store","Captive True Crime Stories of Kidnapping","Jasmine Grey","true crime",2.99,NA,NA,NA,NA
"iTunes Store","Human Demons Stories of True Crime","Lisa Aragon","true crime",2.99,NA,NA,NA,NA
"iTunes Store","WEST PORT MURDERS (True Crime Classic)","Various Authors","true crime",1.99,NA,NA,NA,NA
"iTunes Store","Murder Mysteries: 350+ Detective Novels & True Crime Stories","Agatha Christie, Edgar Wallace, Arthur Conan Doyle, Wilkie Collins, R. Austin Freeman, H. C. McNeile, G. K. Chesterton, Arthur Morrison, Ernest Bramah, Victor L. Whitechurch, Thomas W. Hanshew, E. W. Hornung, J. S. Fletcher, Rober Barr, Frank Froest, C. N. Williamson, A. M. Williamson & Isabel Ostander","true crime",3.99,NA,NA,NA,NA
"iTunes Store","Daniel Lee Siebert : A True Crime Story","Daniel Drew","true crime",2.99,NA,NA,NA,NA
"iTunes Store","A Woman's Guide to True Crime","Mary Thorson","true crime",2.99,NA,NA,NA,NA
"iTunes Store","True Crime  Stories: 10 Heinous True Crime Stories of Sickly Serial Killers, Murderers and Sociopaths","Travis S. Kennedy","true crime",0,4,104,NA,NA
"iTunes Store","The True Crime MEGAPACK®: 4 Complete Books","Wenzell Brown & Martin M. Frank","true crime",0.99,NA,NA,NA,NA
"iTunes Store","Murders in Hollywood: True Crime Stories of Homicide in the Hills","Eliza Toska","true crime",0.99,4.5,7,NA,NA
"iTunes Store","The Happy Face Killer An Anthology of True Crime","Ruth Kanton","true crime",5.99,NA,NA,NA,NA
"iTunes Store","The Truck Stop Killer Stories of True Crime","Ana Benson","true crime",2.99,NA,NA,NA,NA
"iTunes Store","The Amityville Murders Stories of Strange True Crime","Ana Benson","true crime",5.99,NA,NA,NA,NA
"iTunes Store","Mafia Hitmen And Assassins: The True Crime Stories of Contract Killers","Daniel Brand","true crime",3.99,NA,NA,NA,NA
"iTunes Store","True Crime and Punishment: Mutinies","Barry Stone","true crime",10.99,NA,NA,NA,NA
"iTunes Store","Murder Mysteries Boxed Set: 880+ True Crime Stories, Action Thrillers & Detective Mysteries","Agatha Christie, Edgar Wallace, Arthur Conan Doyle, Wilkie Collins, R. Austin Freeman, H. C. McNeile, G. K. Chesterton, Arthur Morrison, Ernest Bramah, Victor L. Whitechurch, Thomas W. Hanshew, E. W. Hornung, J. S. Fletcher, Rober Barr, Frank Froest, C. N. Williamson, A. M. Williamson, Isabel Ostander, Edgar Allan Poe, Arthur B. Reeve, Émile Gaboriau, Marie Belloc Lowndes, Richard Marsh, Mary Roberts Rinehart, Arthur J. Rees, Carolyn Wells, William Le Queux, Frank L. Packard, Fred M. White, Allan Pinkerton, Marcel Allain, Pierre Souvestre, E. C. Bentley, A. A. Milne, Anna Maynard Barbour, A. E. W. Mason, Louis Tracy, Auguste Groner, Sax Rohmer, E. Phillips Oppenheim, Cleveland Moffett, Louis Joseph Vance, Jackson Gregory, Frank H. Spearman, Murray Leinster, Erskine Childers, Dorothy L. Sayers, Freeman Wills Crofts, Catherine Louisa Pirkis, H.C. Bailey, H. Beam Piper, James Hay, Melville Davisson Post, Anna Katharine Green, Ambrose Bierce, John R. Coryell, Frederic Arnold Kummer & Arthur Cheney Train","true crime",0.99,NA,NA,NA,NA
"iTunes Store","PEOPLE True Crimes","The Editors of PEOPLE","true crime",6.99,NA,NA,NA,NA
"iTunes Store","Uncle John's True Crime","Bathroom Readers' Institute","true crime",6.99,NA,NA,NA,NA
"iTunes Store","The Sex Slave Murders 2: The Chilling Story of Serial Killers Fred & Rosemary West (A True Crime Short)","R. Barri Flowers","true crime",3.99,NA,NA,NA,NA
"iTunes Store","PEOPLE True Crime Stories: The Trial of O.J. Simpson","The Editors of PEOPLE","true crime",6.99,NA,NA,NA,NA
"iTunes Store","Murder on Sunset Strip - A True Crime Quickie (Book Two)","Kim Cresswell","true crime",0.99,NA,NA,NA,NA
"iTunes Store","Serial Killers True Crime: 10 In Depth True Stories Of Some Of The Most Savage Serial Killers And Criminals In History","Brody Clayton","true crime",0,4,96,NA,NA
"iTunes Store","True Crime: Pinkerton National Detective Agency","Allan Pinkerton & Musaicum Press","true crime",0.99,NA,NA,NA,NA
"iTunes Store","Carl Panzram: The Gruesome True Crime Story of the Savage Serial Killer","Ryan James","true crime",2.99,NA,NA,NA,NA
"iTunes Store","The Murder of Laci Peterson An Anthology of True Crime","Pete Dove","true crime",4.99,NA,NA,NA,NA
"iTunes Store","The Disappearance of Laura Depies A Collection of True Crime","Ruth Conley","true crime",3.99,NA,NA,NA,NA
"iTunes Store","The Pickaxe Killers: Karla Faye Tucker & Daniel Garrett (A True Crime Short)","R. Barri Flowers","true crime",3.99,NA,NA,NA,NA
"iTunes Store","Serial Killers True Crime: Cold Blooded Terrifying Serial Killers From Around The World","Damien Rollins","true crime",2.99,NA,NA,NA,NA
"iTunes Store","The Truth in True Crime Investigator's Guide plus Streaming Video","J. Warner Wallace","true crime",17.99,NA,NA,NA,NA
"iTunes Store","Massacre on Prospect Hill: The True Crime of Francis Lloyd Russell","Richard O. Jones","true crime",1.99,NA,NA,NA,NA
"iTunes Store","Man Beheaded; Dentist Sought: The True Crime of Richard M. Brumfield","RichardOJones","true crime",1.99,NA,NA,NA,NA
"iTunes Store","Mass Murder in the Sky: The Bombing of Flight 629 (Historical True Crime Short)","R. Barri Flowers","true crime",3.99,NA,NA,NA,NA
"iTunes Store","The Truth in True Crime","J. Warner Wallace","true crime",10.99,5,6,NA,NA
"iTunes Store","Four Shocking True Crime Tales","Fred Rosen","true crime",16.99,NA,NA,NA,NA
"iTunes Store","Like Mother, Like Daughter: An Erotic Adventure - Part 1 - The Deal","Peter Pokher & Lisa Lewd","adventure",0,4.5,8,NA,NA
"iTunes Store","Adventure","Jack London","adventure",0,4,59,NA,NA
"iTunes Store","A Magical Adventure","Nicole Beyer","adventure",0,3.5,12,NA,NA
"iTunes Store","Birthday Surprise Part 1: A FREE Erotic Adventure","Riley Stanford, Jr","adventure",0,3.5,23,NA,NA
"iTunes Store","The Great Adventure","Barry Allan","adventure",0,4,7,NA,NA
"iTunes Store","The Darkest Winter: A Post-Apocalyptic Survival Adventure","Lindsey Pogue","adventure",5.99,4.5,1091,NA,NA
"iTunes Store","The Hotwife Adventure - Prologue","Karly Violet","adventure",0,3.5,10,NA,NA
"iTunes Store","The Cuckolding Wizard's Adventure Vol. 1","MAZIKARI & MASAHIRO ITOSUGI","adventure",9.99,5,10,NA,NA
"iTunes Store","The Adventure of the Devil's Foot","Arthur Conan Doyle","adventure",0,4.5,113,NA,NA
"iTunes Store","The Adventure of the Dying Detective","Arthur Conan Doyle","adventure",0,4.5,295,NA,NA
"iTunes Store","Autumn Adventure","Amy Sparling","adventure",0.99,4.5,138,NA,NA
"iTunes Store","Aaron's Adventure","Eric Turner","adventure",0,4,20,NA,NA
"iTunes Store","The Cuckolding Wizard's Adventure Vol. 2","MAZIKARI & MASAHIRO ITOSUGI","adventure",9.99,NA,NA,NA,NA
"iTunes Store","Adventure Is Out There!","Liz Braswell","adventure",10.99,NA,NA,NA,NA
"iTunes Store","Perky Unicorn’s Jungle Adventure","Emma Official","adventure",0,4,5,NA,NA
"iTunes Store","Bigfoot Bunny's Easter Adventure","Cat Gordy & Rob McFarlane","adventure",0,4,13,NA,NA
"iTunes Store","DINOSAURS' ADVENTURE","YERIN","adventure",0,2.5,15,NA,NA
"iTunes Store","Adventure-Pom!","Sean Dryden & Jerry Seguin","adventure",0.99,4.5,10,NA,NA
